1.3125	0.064019
1.325	0.074761
1.3375	0.076191
1.35	0.077209
1.3625	0.082483
1.375	0.089087
1.3875	0.093303
1.4	0.114968
1.4125	0.155645
1.425	0.199537
1.4375	0.265956
1.45	0.31869
1.4625	0.354368
1.475	0.36565
1.4875	0.347986
1.5	0.293612
1.5125	0.233034
1.525	0.178526
1.5375	0.129066
1.55	0.085645
1.5625	-0.007222
1.575	-0.068923
1.5875	0.111585
1.6	0.665682
1.6125	1.183513
1.625	0.953283
1.6375	0.267102
1.65	-0.120935
1.6625	-0.105917
1.675	0.046438
1.6875	0.124266
1.7	0.158624
1.7125	0.195675
1.725	0.234501
1.7375	0.280864
1.75	0.343544
1.7625	0.394692
1.775	0.452834
1.7875	0.494335
1.8	0.521617
1.8125	0.527015
1.825	0.514773
1.8375	0.481128
1.85	0.429071
1.8625	0.369479
1.875	0.311231
1.8875	0.25033
1.9	0.202518
1.9125	0.153879
1.925	0.123133
1.9375	0.099407
1.95	0.085855
1.9625	0.083137
1.975	0.073098
1.9875	0.076579
2	0.070048
2.0125	0.068263
2.025	0.069207
2.0375	0.070981
2.05	0.075563
2.0625	0.074483
2.075	0.080577
2.0875	0.074303
2.1	0.080865
2.1125	0.076655
2.125	0.076892
2.1375	0.082796
2.15	0.076423
2.1625	0.08291
2.175	0.092796
2.1875	0.109869
2.2	0.134624
2.2125	0.171196
2.225	0.222643
2.2375	0.28706
2.25	0.326384
2.2625	0.350763
2.275	0.341875
2.2875	0.299208
2.3	0.233749
2.3125	0.175525
2.325	0.12968
2.3375	0.078581
2.35	-0.003514
2.3625	-0.094488
2.375	0.037778
2.3875	0.549661
2.4	1.104703
2.4125	0.941268
2.425	0.264898
2.4375	-0.185221
2.45	-0.204867
2.4625	-0.063862
2.475	0.033524
2.4875	0.06843
2.5	0.105635
2.5125	0.135344
2.525	0.187933
2.5375	0.237839
2.55	0.299606
2.5625	0.355638
2.575	0.401872
2.5875	0.435737
2.6	0.449253
2.6125	0.441972
2.625	0.413431
2.6375	0.368907
2.65	0.311495
2.6625	0.251501
2.675	0.191193
2.6875	0.136335
2.7	0.089147
2.7125	0.048813
2.725	0.022618
2.7375	0.005223
2.75	-0.005965
2.7625	-0.017237
2.775	-0.024094
2.7875	-0.024481
2.8	-0.02142
2.8125	-0.025746
2.825	-0.019633
2.8375	-0.020698
2.85	-0.027006
2.8625	-0.022973
2.875	-0.016998
2.8875	-0.024633
2.9	-0.021132
2.9125	-0.023678
2.925	-0.02151
2.9375	-0.016928
2.95	-0.020526
2.9625	-0.011388
2.975	-0.008687
2.9875	0.002593
3	0.035203
3.0125	0.067754
3.025	0.122428
3.0375	0.183052
3.05	0.230544
3.0625	0.261354
3.075	0.250081
3.0875	0.213587
3.1	0.165865
3.1125	0.098604
3.125	0.050147
3.1375	-0.001179
3.15	-0.070189
3.1625	-0.1664
3.175	-0.150801
3.1875	0.193215
3.2	0.826319
3.2125	1.067724
3.225	0.554446
3.2375	-0.097553
3.25	-0.399204
3.2625	-0.355403
3.275	-0.202749
3.2875	-0.116365
3.3	-0.075035
3.3125	-0.041366
3.325	-0.006282
3.3375	0.045402
3.35	0.095339
3.3625	0.155953
3.375	0.211169
3.3875	0.267968
3.4	0.307546
3.4125	0.337441
3.425	0.35118
3.4375	0.341275
3.45	0.311697
3.4625	0.270933
3.475	0.210719
3.4875	0.158917
3.5	0.091115
3.5125	0.032789
3.525	-0.015046
3.5375	-0.051164
3.55	-0.079677
3.5625	-0.102937
3.575	-0.119983
3.5875	-0.12918
3.6	-0.131956
3.6125	-0.14132
3.625	-0.139098
3.6375	-0.134239
3.65	-0.137448
3.6625	-0.129668
3.675	-0.131222
3.6875	-0.129436
3.7	-0.121704
3.7125	-0.11561
3.725	-0.120872
3.7375	-0.115309
3.75	-0.114106
3.7625	-0.111317
3.775	-0.102975
3.7875	-0.104022
3.8	-0.099537
3.8125	-0.090203
3.825	-0.091585
3.8375	-0.071966
3.85	-0.053073
3.8625	-0.015577
3.875	0.034038
3.8875	0.094422
3.9	0.149653
3.9125	0.196167
3.925	0.222286
3.9375	0.20904
3.95	0.169057
3.9625	0.119306
3.975	0.060276
3.9875	0.002633
4	-0.032292
4.0125	-0.08857
4.025	-0.186648
4.0375	-0.246642
4.05	-0.094076
4.0625	0.419322
4.075	1.02819
4.0875	1.031157
4.1	0.401871
4.1125	-0.152032
4.125	-0.284683
4.1375	-0.161997
4.15	-0.033246
4.1625	0.017181
4.175	0.048784
4.1875	0.088519
4.2	0.135456
4.2125	0.184112
4.225	0.239246
4.2375	0.303974
4.25	0.357292
4.2625	0.404075
4.275	0.431523
4.2875	0.444109
4.3	0.433614
4.3125	0.397449
4.325	0.35204
4.3375	0.301244
4.35	0.235726
4.3625	0.183196
4.375	0.124527
4.3875	0.084445
4.4	0.051621
4.4125	0.018545
4.425	0.008453
4.4375	-0.007744
4.45	-0.01552
4.4625	-0.01003
4.475	-0.012441
4.4875	-0.01538
4.5	-0.013907
4.5125	-0.011911
4.525	-0.001396
4.5375	-0.003718
4.55	-0.000377
