0.525	0.02101
0.5375	0.024313
0.55	0.02374
0.5625	0.026609
0.575	0.035138
0.5875	0.041405
0.6	0.058504
0.6125	0.082019
0.625	0.117674
0.6375	0.162394
0.65	0.221456
0.6625	0.27562
0.675	0.318218
0.6875	0.321973
0.7	0.295093
0.7125	0.24143
0.725	0.192458
0.7375	0.139598
0.75	0.095658
0.7625	0.04288
0.775	-0.042587
0.7875	-0.103911
0.8	0.066876
0.8125	0.606404
0.825	1.129255
0.8375	0.935957
0.85	0.271803
0.8625	-0.160694
0.875	-0.182886
0.8875	-0.03877
0.9	0.052747
0.9125	0.097803
0.925	0.127765
0.9375	0.16033
0.95	0.201586
0.9625	0.260217
0.975	0.31829
0.9875	0.374504
1	0.424308
1.0125	0.468111
1.025	0.491271
1.0375	0.502508
1.05	0.485538
1.0625	0.448093
1.075	0.401483
1.0875	0.344421
1.1	0.282249
1.1125	0.23221
1.125	0.184358
1.1375	0.140062
1.15	0.103698
1.1625	0.090157
1.175	0.067692
1.1875	0.065655
1.2	0.058663
1.2125	0.058573
1.225	0.060893
1.2375	0.054666
1.25	0.056441
1.2625	0.061472
1.275	0.063078
1.2875	0.071868
1.3	0.068267
1.3125	0.069295
1.325	0.080008
1.3375	0.081279
1.35	0.081735
1.3625	0.085344
1.375	0.087703
1.3875	0.082541
1.4	0.086372
1.4125	0.098226
1.425	0.103567
1.4375	0.129843
1.45	0.156116
1.4625	0.196347
1.475	0.253105
1.4875	0.316058
1.5	0.355612
1.5125	0.373874
1.525	0.362105
1.5375	0.317354
1.55	0.269543
1.5625	0.210257
1.575	0.164674
1.5875	0.120511
1.6	0.049403
1.6125	-0.04615
1.625	-0.014139
1.6375	0.347397
1.65	0.968603
1.6625	1.17573
1.675	0.645424
1.6875	0.047764
1.7	-0.139208
1.7125	-0.02569
1.725	0.096185
1.7375	0.144687
1.75	0.179718
1.7625	0.20528
1.775	0.250262
1.7875	0.297046
1.8	0.351602
1.8125	0.406193
1.825	0.460766
1.8375	0.503539
1.85	0.527319
1.8625	0.532865
1.875	0.521213
1.8875	0.484318
1.9	0.43813
1.9125	0.372536
1.925	0.312253
1.9375	0.252954
1.95	0.203504
1.9625	0.168611
1.975	0.132291
1.9875	0.115941
2	0.095473
2.0125	0.084362
2.025	0.079205
2.0375	0.077496
2.05	0.080208
2.0625	0.078192
2.075	0.084244
2.0875	0.078022
2.1	0.084633
2.1125	0.080458
2.125	0.080673
2.1375	0.086355
2.15	0.079141
2.1625	0.083137
2.175	0.086774
2.1875	0.090392
2.2	0.09032
2.2125	0.088081
2.225	0.089346
2.2375	0.103148
2.25	0.109919
2.2625	0.139419
2.275	0.18406
2.2875	0.237396
2.3	0.2877
2.3125	0.334156
2.325	0.357301
2.3375	0.34172
2.35	0.301044
2.3625	0.23479
2.375	0.180429
2.3875	0.129323
2.4	0.081877
2.4125	0.007235
2.425	-0.078389
2.4375	-0.004962
2.45	0.449024
2.4625	1.037149
2.475	1.031942
2.4875	0.397429
2.5	-0.118569
2.5125	-0.238141
2.525	-0.104048
2.5375	0.005915
2.55	0.056643
2.5625	0.084596
2.575	0.11528
2.5875	0.155965
2.6	0.20295
2.6125	0.255971
2.625	0.310185
2.6375	0.362314
2.65	0.404174
2.6625	0.434215
2.675	0.444582
2.6875	0.434493
2.7	0.40413
2.7125	0.354985
2.725	0.299935
2.7375	0.240938
2.75	0.18278
2.7625	0.125361
2.775	0.077482
2.7875	0.043474
2.8	0.020865
2.8125	-0.002077
2.825	-0.008704
2.8375	-0.017772
2.85	-0.028817
2.8625	-0.027409
2.875	-0.022771
2.8875	-0.03092
2.9	-0.027234
2.9125	-0.029612
2.925	-0.027335
2.9375	-0.022846
2.95	-0.027139
2.9625	-0.020277
2.975	-0.02341
2.9875	-0.024797
3	-0.015811
3.0125	-0.021013
3.025	-0.017346
3.0375	-0.013233
3.05	-0.013073
3.0625	-0.003055
3.075	0.004422
3.0875	0.029069
3.1	0.076341
3.1125	0.121197
3.125	0.182531
3.1375	0.226841
3.15	0.253453
3.1625	0.253564
3.175	0.224627
3.1875	0.166484
3.2	0.106228
3.2125	0.056349
3.225	0.007971
3.2375	-0.043796
3.25	-0.137839
3.2625	-0.183202
3.275	0.045018
3.2875	0.617828
3.3	1.074674
3.3125	0.801076
3.325	0.12498
3.3375	-0.323449
3.35	-0.399236
3.3625	-0.262772
3.375	-0.146114
3.3875	-0.089663
3.4	-0.064398
3.4125	-0.032109
3.425	0.009814
3.4375	0.055615
3.45	0.107058
3.4625	0.166895
3.475	0.218262
3.4875	0.278757
3.5	0.313567
3.5125	0.339174
3.525	0.350263
3.5375	0.34513
3.55	0.320245
3.5625	0.276863
3.575	0.221659
3.5875	0.162953
3.6	0.10588
3.6125	0.043011
3.625	-0.0034
3.6375	-0.039872
3.65	-0.076416
3.6625	-0.094156
3.675	-0.113977
3.6875	-0.12464
3.7	-0.124979
3.7125	-0.123845
3.725	-0.131975
3.7375	-0.127945
3.75	-0.127468
3.7625	-0.124587
3.775	-0.116071
3.7875	-0.117156
3.8	-0.113284
3.8125	-0.105969
3.825	-0.112386
3.8375	-0.103459
3.85	-0.104388
